"","Var1","Freq"
"1150","Monetary, Monetary Authorities, Claims on State and Local Government or Official Entities (Non-Standardized Presentation), US Dollars",15
"1151","Monetary, Monetary Authorities, Counterpart Funds (Non-Standardized Presentation), Domestic Currency",15
"1152","Monetary, Monetary Authorities, Demand Deposits (Non-Standardized Presentation), Euros",3
"1153","Monetary, Monetary Authorities, Deposits of Nonfinancial Public Enterprises (Non-Standardized Presentation), Domestic Currency",3
"1154","Monetary, Monetary Authorities, Foreign Assets (Non-Standardized Presentation), Domestic Currency",567
"1155","Monetary, Monetary Authorities, Foreign Assets (Non-Standardized Presentation), Euros",3
"1156","Monetary, Monetary Authorities, Foreign Assets (Non-Standardized Presentation), US Dollars",18
"1157","Monetary, Monetary Authorities, Foreign Liabilities (Non-Standardized Presentation), Domestic Currency",554
"1158","Monetary, Monetary Authorities, Foreign Liabilities (Non-Standardized Presentation), Euros",3
"1159","Monetary, Monetary Authorities, Foreign Liabilities (Non-Standardized Presentation), US Dollars",18
"1160","Monetary, Monetary Authorities, Foreign Liabilities, Long-Term Foreign Liabilities (Non-Standardized Presentation), Domestic Currency",3
"1161","Monetary, Monetary Authorities, Liabilities to Other Financial Corporations (Non-Standardized Presentation), Domestic Currency",243
"1162","Monetary, Monetary Authorities, Liabilities to Other Financial Corporations (Non-Standardized Presentation), US Dollars",15
"1163","Monetary, Monetary Authorities, Other Items (Net), Valuation Adjustment (Non-Standardized Presentation), Domestic Currency",12
"1164","Monetary, Monetary Authorities, Other Items, Net (Non-Standardized Presentation), Domestic Currency",561
"1165","Monetary, Monetary Authorities, Other Items, Net (Non-Standardized Presentation), Euros",3
"1166","Monetary, Monetary Authorities, Other Items, Net (Non-Standardized Presentation), US Dollars",18
"1167","Monetary, Monetary Authorities, Other Liabilities to Banking Institutions (Non-Standardized Presentation), Domestic Currency",300
"1168","Monetary, Monetary Authorities, Reserve Money (Non-Standardized Presentation), Domestic Currency",514
"1169","Monetary, Monetary Authorities, Reserve Money (Non-Standardized Presentation), US Dollars",15
"1170","Monetary, Monetary Authorities, Reserve Money, Bankers Deposits (Non-Standardized Presentation), Domestic Currency",45
"1171","Monetary, Monetary Authorities, Reserve Money, Bankers Deposits (Non-Standardized Presentation), US Dollars",3
"1172","Monetary, Monetary Authorities, Reserve Money, Bankers Deposits, Foreign Currency Deposits (Non-Standardized Presentation), Domestic Currency",3
"1173","Monetary, Monetary Authorities, Reserve Money, of which: Currency Outside Banking Institutions (Non-Standardized Presentation), Domestic Currency",555
"1174","Monetary, Monetary Authorities, Reserve Money, of which: Currency Outside Other Depository Corporations (Non-Standardized Presentation), US Dollars",15
"1175","Monetary, Monetary Authorities, Reserve Money, Other Liabilities to Other Depository Corporations (Non-Standardized Presentation), US Dollars",15
"1176","Monetary, Monetary Authorities, Reserve Money, Private Sector Deposits (Non-Standardized Presentation), Domestic Currency",33
"1177","Monetary, Monetary Authorities, Reserve Money, Private Sector Deposits (Non-Standardized Presentation), US Dollars",3
"1178","Monetary, Monetary Authorities, Restricted Deposits (Non-Standardized Presentation), Domestic Currency",291
"1179","Monetary, Monetary Authorities, Restricted Deposits (Non-Standardized Presentation), Euros",3
"1180","Monetary, Monetary Authorities, Restricted Deposits (Non-Standardized Presentation), US Dollars",15
"1181","Monetary, Monetary Authorities, Securities (Non-Standardized Presentation), Domestic Currency",300
"1182","Monetary, Monetary Authorities, Securities Other than Shares, Bonds (Non-Standardized Presentation), Domestic Currency",3
"1183","Monetary, Monetary Authorities, Securities Other Than Shares, Liabilities of Central Bank: Securities (Non-Standardized Presentation), US Dollars",15
"1184","Monetary, Monetary Authorities, Time, Savings, and Foreign Currency Deposits (Non-Standardized Presentation), Domestic Currency",351
"1185","Monetary, Monetary Authorities, Time, Savings, and Foreign Currency Deposits (Non-Standardized Presentation), Euros",3
"1186","Monetary, Monetary Authorities, Time, Savings, and Foreign Currency Deposits (Non-Standardized Presentation), US Dollars",15
"1187","Monetary, Monetary Authorities/Central Bank, Total Assets (Non-Standardized Presentation), Domestic Currency",12
"1188","Monetary, Monetary Survey, Bonds (Debt Securities) (Non-Standardized Presentation), Domestic Currency",66
"1189","Monetary, Monetary Survey, Bonds (Non-Standardized Presentation), Euros",3
"1190","Monetary, Monetary Survey, Capital Accounts (Non-Standardized Presentation), Domestic Currency",480
"1191","Monetary, Monetary Survey, Capital Accounts (Non-Standardized Presentation), Euros",3
"1192","Monetary, Monetary Survey, Capital Accounts (Non-Standardized Presentation), US Dollars",18
"1193","Monetary, Monetary Survey, Capital Accounts, Revaluation Accounts (Non-Standardized Presentation), Domestic Currency",3
"1194","Monetary, Monetary Survey, Central Government Lending Funds (Non-Standardized Presentation), Domestic Currency",18
"1195","Monetary, Monetary Survey, Central or General Government Deposits, Liabilities to Nonbank Public Financial Institutions (Non-Standardized Presentation), Domestic Currency",3
"1196","Monetary, Monetary Survey, Claims on Central Government, Net (Non-Standardized Presentation), Domestic Currency",574
"1197","Monetary, Monetary Survey, Claims on Central Government, Net (Non-Standardized Presentation), Euros",3
"1198","Monetary, Monetary Survey, Claims on Central Government, Net (Non-Standardized Presentation), US Dollars",18
"1199","Monetary, Monetary Survey, Claims on Nonbank Financial Institutions (Non-Standardized Presentation), Domestic Currency",324
"1200","Monetary, Monetary Survey, Claims on Nonbank Financial Institutions (Non-Standardized Presentation), Euros",3
"1201","Monetary, Monetary Survey, Claims on Nonfinancial Public Corporations (Non-Standardized Presentation), Domestic Currency",372
"1202","Monetary, Monetary Survey, Claims on Nonfinancial Public Corporations (Non-Standardized Presentation), US Dollars",18
"1203","Monetary, Monetary Survey, Claims on Official Entities (Non-Standardized Presentation), Domestic Currency",27
"1204","Monetary, Monetary Survey, Claims on Other Banking Institutions (Non-Standardized Presentation), Domestic Currency",99
"1205","Monetary, Monetary Survey, Claims on Private Sector (Non-Standardized Presentation), Domestic Currency",583
"1206","Monetary, Monetary Survey, Claims on Private Sector (Non-Standardized Presentation), Euros",3
"1207","Monetary, Monetary Survey, Claims on Private Sector (Non-Standardized Presentation), US Dollars",18
"1208","Monetary, Monetary Survey, Claims on State and Local Governments (Non-Standardized Presentation), Domestic Currency",330
"1209","Monetary, Monetary Survey, Claims on State and Local Governments (Non-Standardized Presentation), Euros",3
"1210","Monetary, Monetary Survey, Claims on State and Local Governments (Non-Standardized Presentation), US Dollars",18
"1211","Monetary, Monetary Survey, Counterpart Funds (Non-Standardized Presentation), Domestic Currency",15
"1212","Monetary, Monetary Survey, Domestic Claims, Claims on Central or General Government, Claims on State Government (Non-Standardized Presentation), Domestic Currency",3
"1213","Monetary, Monetary Survey, Domestic Claims, Claims on Other Financial Corporations (Non-Standardized Presentation), US Dollars",15
"1214","Monetary, Monetary Survey, Domestic Claims, Claims on Public Non-financial Corporations (Non-Standardized Presentation), Euros",3
"1215","Monetary, Monetary Survey, Domestic Claims, Claims on Public Non-financial Corporations, Claims on Cooperatives (Non-Standardized Presentation), Domestic Currency",3
"1216","Monetary, Monetary Survey, Domestic Claims, Claims on Public Non-financial Corporations, Claims on Nonbank Public Financial Institutions (Non-Standardized Presentation), Domestic Currency",3
"1217","Monetary, Monetary Survey, Domestic Claims, Claims on Public Non-financial Corporations, Claims on Public Corporations (Non-Standardized Presentation), Domestic Currency",3
"1218","Monetary, Monetary Survey, Domestic Credit (Non-Standardized Presentation), Domestic Currency",571
"1219","Monetary, Monetary Survey, Domestic Credit (Non-Standardized Presentation), Euros",3
"1220","Monetary, Monetary Survey, Domestic Credit (Non-Standardized Presentation), US Dollars",18
"1221","Monetary, Monetary Survey, Foreign Assets, Net (Non-Standardized Presentation), Domestic Currency",579
"1222","Monetary, Monetary Survey, Foreign Assets, Net (Non-Standardized Presentation), Euros",3
"1223","Monetary, Monetary Survey, Foreign Assets, Net (Non-Standardized Presentation), US Dollars",18
"1224","Monetary, Monetary Survey, Foreign Liabilities, Long-term (Non-Standardized Presentation), Domestic Currency",33
"1225","Monetary, Monetary Survey, Liabilities to Other Banking Institutions (Non-Standardized Presentation), Domestic Currency",9
"1226","Monetary, Monetary Survey, Liabilities to Other Financial Corporations (Non-Standardized Presentation), Domestic Currency",255
"1227","Monetary, Monetary Survey, Liabilities to Other Financial Corporations (Non-Standardized Presentation), US Dollars",18
"1228","Monetary, Monetary Survey, Money (Non-Standardized Presentation), Domestic Currency",511
"1229","Monetary, Monetary Survey, Money (Non-Standardized Presentation), Euros",3
"1230","Monetary, Monetary Survey, Money (Non-Standardized Presentation), Seasonally Adjusted, Domestic Currency",486
"1231","Monetary, Monetary Survey, Money (Non-Standardized Presentation), Seasonally Adjusted, US Dollars",15
"1232","Monetary, Monetary Survey, Money (Non-Standardized Presentation), US Dollars",18
"1233","Monetary, Monetary Survey, Money Market Fund Shares (Non-Standardized Presentation), Domestic Currency",27
"1234","Monetary, Monetary Survey, Money plus Quasi-Money (Non-Standardized Presentation), Domestic Currency",507
"1235","Monetary, Monetary Survey, Money plus Quasi-Money (Non-Standardized Presentation), Euros",3
"1236","Monetary, Monetary Survey, Money plus Quasi-Money (Non-Standardized Presentation), US Dollars",18
"1237","Monetary, Monetary Survey, Money, Currency Issued (Non-Standardized Presentation), Domestic Currency",46
"1238","Monetary, Monetary Survey, Money, Demand Deposits (Non-Standardized Presentation), Domestic Currency",46
"1239","Monetary, Monetary Survey, Other Items (Net), Valuation Adjustment (Non-Standardized Presentation), Domestic Currency",3
"1240","Monetary, Monetary Survey, Other Items, Net (Non-Standardized Presentation), Domestic Currency",570
"1241","Monetary, Monetary Survey, Other Items, Net (Non-Standardized Presentation), Euros",3
"1242","Monetary, Monetary Survey, Other Items, Net (Non-Standardized Presentation), US Dollars",18
"1243","Monetary, Monetary Survey, Other Liquid Liabilities (Non-Standardized Presentation), Domestic Currency",2
"1244","Monetary, Monetary Survey, Quasi-Money (Non-Standardized Presentation), Domestic Currency",517
"1245","Monetary, Monetary Survey, Quasi-Money (Non-Standardized Presentation), Euros",3
"1246","Monetary, Monetary Survey, Quasi-Money (Non-Standardized Presentation), US Dollars",18
"1247","Monetary, Monetary Survey, Quasi-Money, Excluding Foreign Currency Deposits (Non-Standardized Presentation), Domestic Currency",3
"1248","Monetary, Monetary Survey, Quasi-Money, Including Foreign Currency Deposits (Non-Standardized Presentation), Domestic Currency",3
"1249","Monetary, Monetary Survey, Quasi-Money, Money plus Quasi-Money (Non-Standardized Presentation), Percentage change, corresponding period previous year, Percent",543
"1250","Monetary, Monetary Survey, Quasi-Money, Money plus Quasi-Money, Seasonally Adjusted (Non-Standardized Presentation), Domestic Currency",3
"1251","Monetary, Monetary Survey, Quasi-Money, Other Deposits (Non-Standardized Presentation), Domestic Currency",45
"1252","Monetary, Monetary Survey, Restricted Deposits (Non-Standardized Presentation), Domestic Currency",318
"1253","Monetary, Monetary Survey, Restricted Deposits (Non-Standardized Presentation), Euros",3
"1254","Monetary, Monetary Survey, Restricted Deposits (Non-Standardized Presentation), US Dollars",15
"1255","Monetary, Monetary Survey, Securities Other than Shares (Non-Standardized Presentation), Domestic Currency",6
"1256","Monetary, Monetary Survey, Securities Other than Shares, Bonds (Non-Standardized Presentation), Domestic Currency",42
"1257","Monetary, Monetary Survey, Securities Other Than Shares, Liabilities of Central Bank: Securities (Non-Standardized Presentation), US Dollars",15
"1258","Monetary, Monetary Survey, Securities Other than Shares, Money Market Instruments (Non-Standardized Presentation), Domestic Currency",282
"1259","Monetary, Monetary Survey, Securities Other Than Shares, Money Market Instruments (Non-Standardized Presentation), US Dollars",15
"1260","Monetary, Monetary Survey, Securities Other than Shares, Securities (Non-Standardized Presentation), Domestic Currency",285
"1261","Monetary, Nonbank Financial Institutions, Capital Accounts (Non-Standardized Presentation), Domestic Currency",117
"1262","Monetary, Nonbank Financial Institutions, Cash (Non-Standardized Presentation), Domestic Currency",3
"1263","Monetary, Nonbank Financial Institutions, Central Government Deposits (Non-Standardized Presentation), Domestic Currency",84
"1264","Monetary, Nonbank Financial Institutions, Central Government Lending Funds (Non-Standardized Presentation), Domestic Currency",21
"1265","Monetary, Nonbank Financial Institutions, Claims on Central Government (Non-Standardized Presentation), Domestic Currency",94
"1266","Monetary, Nonbank Financial Institutions, Claims on Central Government, Net (Non-Standardized Presentation), Domestic Currency",3
"1267","Monetary, Nonbank Financial Institutions, Claims on Central Government, Variations (Non-Standardized Presentation), Domestic Currency",31
"1268","Monetary, Nonbank Financial Institutions, Claims on Deposit Money Banks (Non-Standardized Presentation), Domestic Currency",81
"1269","Monetary, Nonbank Financial Institutions, Claims on Monetary Authorities, Securities (Non-Standardized Presentation), Domestic Currency",60
"1270","Monetary, Nonbank Financial Institutions, Claims on Official Entities (Non-Standardized Presentation), Domestic Currency",9
"1271","Monetary, Nonbank Financial Institutions, Claims on Private Sector (Non-Standardized Presentation), Domestic Currency",118
"1272","Monetary, Nonbank Financial Institutions, Claims on Private Sector, Variations (Non-Standardized Presentation), Domestic Currency",42
"1273","Monetary, Nonbank Financial Institutions, Claims on State and Local Governments (Non-Standardized Presentation), Domestic Currency",66
"1274","Monetary, Nonbank Financial Institutions, Credit from Monetary Authorities (Non-Standardized Presentation), Domestic Currency",84
"1275","Monetary, Nonbank Financial Institutions, Credit from Other Depository Corporations (Non-Standardized Presentation), Domestic Currency",81
"1276","Monetary, Nonbank Financial Institutions, Demand Deposits (Non-Standardized Presentation), Domestic Currency",24
"1277","Monetary, Nonbank Financial Institutions, Demand Deposits, Variations, Official Entities Deposits (Non-Standardized Presentation), Domestic Currency",3
"1278","Monetary, Nonbank Financial Institutions, Demand Deposits, Variations, Private Sector Deposits (Non-Standardized Presentation), Domestic Currency",3
"1279","Monetary, Nonbank Financial Institutions, Fixed Assets (Non-Standardized Presentation), Domestic Currency",18
"1280","Monetary, Nonbank Financial Institutions, Foreign Assets (Non-Standardized Presentation), Domestic Currency",94
"1281","Monetary, Nonbank Financial Institutions, Foreign Assets, Net (Non-Standardized Presentation), Domestic Currency",3
"1282","Monetary, Nonbank Financial Institutions, Foreign Assets, Variations: Trust Accounts External Assets (Non-Standardized Presentation), Domestic Currency",3
"1283","Monetary, Nonbank Financial Institutions, Foreign Liabilities (Non-Standardized Presentation), Domestic Currency",105
"1284","Monetary, Nonbank Financial Institutions, Foreign Liabilities, Long-term (Non-Standardized Presentation), Domestic Currency",9
"1285","Monetary, Nonbank Financial Institutions, Foreign Liabilities, Variations, Trust Accounts External Liabilities (Non-Standardized Presentation), Domestic Currency",3
"1286","Monetary, Nonbank Financial Institutions, Increase in Total Assets within Period, Variations (Non-Standardized Presentation), Domestic Currency",20
"1287","Monetary, Nonbank Financial Institutions, Liquid Liabilities (Non-Standardized Presentation), Domestic Currency",3
"1288","Monetary, Nonbank Financial Institutions, Other Items, Net (Non-Standardized Presentation), Domestic Currency",118
"1289","Monetary, Nonbank Financial Institutions, Reserves (Non-Standardized Presentation), Domestic Currency",112
"1290","Monetary, Nonbank Financial Institutions, Securities Other Than Shares, Bonds (Non-Standardized Presentation), Domestic Currency",15
"1291","Monetary, Nonbank Financial Institutions, Securities Other Than Shares, Money Market Instruments (Non-Standardized Presentation), Domestic Currency",9
"1292","Monetary, Nonbank Financial Institutions, Time, Savings, and Foreign Currency Deposits (Non-Standardized Presentation), Domestic Currency",81
"1293","Monetary, Nonbank Financial Institutions, Time, Savings, and Foreign Currency Deposits, Variations, Postal Savings Deposits (Non-Standardized Presentation), Domestic Currency",12
"1294","Monetary, Nonbank Financial Institutions, Time, Savings, and Foreign Currency Deposits, Variations, Trust Accounts Domestic Liabilities (Non-Standardized Presentation), Domestic Currency",3
"1295","Monetary, Nonbank Financial Institutions, Total Assets (Non-Standardized Presentation), Domestic Currency",3
"1296","Monetary, Other Banking Institutions and Nonbank Institutions, Capital Accounts (Non-Standardized Presentation), US Dollars",9
"1297","Monetary, Other Banking Institutions and Nonbank Institutions, Central or General Government Deposits (Non-Standardized Presentation), US Dollars",9
"1298","Monetary, Other Banking Institutions and Nonbank Institutions, Claims on Central or General Government (Non-Standardized Presentation), US Dollars",9
"1299","Monetary, Other Banking Institutions and Nonbank Institutions, Claims on Other Banking or Other Financial Institutions (Non-Standardized Presentation), Domestic Currency",3
"1300","Monetary, Other Banking Institutions and Nonbank Institutions, Claims on Other Depository Corporations (Non-Standardized Presentation), US Dollars",9
"1301","Monetary, Other Banking Institutions and Nonbank Institutions, Claims on Other Financial Corporations (Non-Standardized Presentation), Domestic Currency",9
"1302","Monetary, Other Banking Institutions and Nonbank Institutions, Claims on Private Sector (Non-Standardized Presentation), US Dollars",9
"1303","Monetary, Other Banking Institutions and Nonbank Institutions, Claims on Public Nonfinancial Corporations (Non-Standardized Presentation), Domestic Currency",69
"1304","Monetary, Other Banking Institutions and Nonbank Institutions, Claims on Public Nonfinancial Corporations (Non-Standardized Presentation), US Dollars",9
"1305","Monetary, Other Banking Institutions and Nonbank Institutions, Claims on State and Local Government or Official Entities (Non-Standardized Presentation), US Dollars",9
"1306","Monetary, Other Banking Institutions and Nonbank Institutions, Credit from Central Bank (Non-Standardized Presentation), US Dollars",9
"1307","Monetary, Other Banking Institutions and Nonbank Institutions, Credit from Other Depository Corporations (Non-Standardized Presentation), US Dollars",9
"1308","Monetary, Other Banking Institutions and Nonbank Institutions, Foreign Assets (Non-Standardized Presentation), US Dollars",18
"1309","Monetary, Other Banking Institutions and Nonbank Institutions, Foreign Liabilities (Non-Standardized Presentation), US Dollars",18
"1310","Monetary, Other Banking Institutions and Nonbank Institutions, Insurance Technical Reserves (Non-Standardized Presentation), Domestic Currency",46
"1311","Monetary, Other Banking Institutions and Nonbank Institutions, Insurance Technical Reserves (Non-Standardized Presentation), US Dollars",9
"1312","Monetary, Other Banking Institutions and Nonbank Institutions, Liabilities to Nonbank Financial Institutions (Non-Standardized Presentation), Domestic Currency",3
"1313","Monetary, Other Banking Institutions and Nonbank Institutions, Other Items (Net) (Non-Standardized Presentation), US Dollars",9
"1314","Monetary, Other Banking Institutions and Nonbank Institutions, Policy Loans (Non-Standardized Presentation), Domestic Currency",3
"1315","Monetary, Other Banking Institutions and Nonbank Institutions, Real Estate (Non-Standardized Presentation), Domestic Currency",3
"1316","Monetary, Other Banking Institutions and Nonbank Institutions, Reserves (Non-Standardized Presentation), US Dollars",9
"1317","Monetary, Other Banking Institutions and Nonbank Institutions, Restricted Deposits (Non-Standardized Presentation), Domestic Currency",54
"1318","Monetary, Other Banking Institutions and Nonbank Institutions, Restricted Deposits (Non-Standardized Presentation), US Dollars",9
"1319","Monetary, Other Banking Institutions and Nonbank Institutions, Securities Other Than Shares, Variations of Bonds: Net Bonds (Non-Standardized Presentation), Domestic Currency",3
"1320","Monetary, Other Banking Institutions and Nonbank Institutions, Securities Other Than Shares, Variations of Money Market Instruments: Credit Market Instruments (Non-Standardized Presentation), Domestic Currency",3
"1321","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Capital Accounts (Non-Standardized Presentation), Domestic Currency",23
"1322","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Central or General Government Deposits: Central Government (Non-Standardized Presentation), Domestic Currency",3
"1323","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Central or General Government Deposits: Central Government, Liabilities to Nonbank Public Financial Institutions (Non-Standardized Presentation), Domestic Currency",3
"1324","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Claims on Central or General Government (Non-Standardized Presentation), Domestic Currency",8
"1325","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Claims on Other Depository Corporations (Non-Standardized Presentation), Domestic Currency",9
"1326","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Claims on Public Nonfinancial Corporations (Non-Standardized Presentation), Domestic Currency",9
"1327","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Claims on Public Nonfinancial Corporations, Claims on Nonbank Public Financial Institutions (Non-Standardized Presentation), Domestic Currency",3
"1328","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Claims on State and Local Government or Official Entities (Non-Standardized Presentation), Domestic Currency",15
"1329","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Claims on State and Local Government or Official Entities, Variations of Claims On Official Entities (Non-Standardized Presentation), Domestic Currency",3
"1330","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Credit from Central Bank (Non-Standardized Presentation), Domestic Currency",3
"1331","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Credit from Other Depository Corporations (Non-Standardized Presentation), Domestic Currency",17
"1332","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Demand Deposits (Non-Standardized Presentation), Domestic Currency",3
"1333","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Foreign Assets (Non-Standardized Presentation), Domestic Currency",18
"1334","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Foreign Liabilities (Non-Standardized Presentation), Domestic Currency",17
"1335","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Foreign Liabilities: Trust Accounts External Liabilities, Variations of Long-Term Foreign Liabilities (Non-Standardized Presentation), Domestic Currency",3
"1336","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Insurance Technical Reserves (Non-Standardized Presentation), Domestic Currency",3
"1337","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Other Items (Net) (Non-Standardized Presentation), Domestic Currency",26
"1338","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Reserves (Non-Standardized Presentation), Domestic Currency",3
"1339","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Reserves, Claims on Central Bank: Securities (Non-Standardized Presentation), US Dollars",9
"1340","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Reserves, Other Claims on Central Bank (Non-Standardized Presentation), Domestic Currency",48
"1341","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Reserves, Other Claims on Central Bank (Non-Standardized Presentation), US Dollars",9
"1342","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Reserves: Cash (Non-Standardized Presentation), Domestic Currency",21
"1343","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Time, Savings, and Foreign Currency Deposits: Quasi-Monetary Liabilities (Non-Standardized Presentation), Domestic Currency",9
"1344","Monetary, Other Banking Institutions and Nonbank Institutions, Variations of Time, Savings, and Foreign Currency Deposits: Time & Savings Deposits (Non-Standardized Presentation), Domestic Currency",3
"1345","Monetary, Other Depository Corporations Survey, Claims on Central Bank, Currency, Domestic Currency",645
"1346","Monetary, Other Depository Corporations Survey, Claims on Central Bank, Currency, Euros",27
"1347","Monetary, Other Depository Corporations Survey, Claims on Central Bank, Currency, US Dollars",21
"1348","Monetary, Other Depository Corporations Survey, Claims on Central Bank, Domestic Currency",639
"1349","Monetary, Other Depository Corporations Survey, Claims on Central Bank, Euros",24
"1350","Monetary, Other Depository Corporations Survey, Claims on Central Bank, Other Claims on Central Bank, Domestic Currency",645
"1351","Monetary, Other Depository Corporations Survey, Claims on Central Bank, Other Claims on Central Bank, Euros",24
"1352","Monetary, Other Depository Corporations Survey, Claims on Central Bank, Other Claims on Central Bank, US Dollars",21
"1353","Monetary, Other Depository Corporations Survey, Claims on Central Bank, Reserve Deposits And Securities other than Shares, Domestic Currency",645
"1354","Monetary, Other Depository Corporations Survey, Claims on Central Bank, Reserve Deposits And Securities other than Shares, Euros",27
"1355","Monetary, Other Depository Corporations Survey, Claims on Central Bank, Reserve Deposits And Securities other than Shares, US Dollars",21
"1356","Monetary, Other Depository Corporations Survey, Claims on Central Bank, US Dollars",21
"1357","Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Other Financial Corporations, Domestic Currency",642
"1358","Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Other Financial Corporations, Euros",72
"1359","Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Other Financial Corporations, US Dollars",21
"1360","Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Private Sector, Domestic Currency",645
"1361","Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Private Sector, Euros",72
"1362","Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Private Sector, US Dollars",21
"1363","Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, Domestic Currency",645
"1364","Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, Euros",15
"1365","Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, US Dollars",21
"1366","Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on State and Local Government, Domestic Currency",642
"1367","Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on State and Local Government, Euros",72
"1368","Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Claims on State and Local Government, US Dollars",21
"1369","Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Domestic Currency",639
"1370","Monetary, Other Depository Corporations Survey, Claims on Other Sectors, Euros",72
"1371","Monetary, Other Depository Corporations Survey, Claims on Other Sectors, US Dollars",21
"1372","Monetary, Other Depository Corporations Survey, Deposits Excluded from Broad Money, Domestic Currency",642
"1373","Monetary, Other Depository Corporations Survey, Deposits Excluded from Broad Money, Euros",72
"1374","Monetary, Other Depository Corporations Survey, Deposits Excluded from Broad Money, US Dollars",21
"1375","Monetary, Other Depository Corporations Survey, Financial Derivatives, Domestic Currency",642
"1376","Monetary, Other Depository Corporations Survey, Financial Derivatives, Euros",15
"1377","Monetary, Other Depository Corporations Survey, Financial Derivatives, US Dollars",21
"1378","Monetary, Other Depository Corporations Survey, Insurance Technical Reserves, Domestic Currency",648
"1379","Monetary, Other Depository Corporations Survey, Insurance Technical Reserves, Euros",15
"1380","Monetary, Other Depository Corporations Survey, Insurance Technical Reserves, US Dollars",21
"1381","Monetary, Other Depository Corporations Survey, Liabilities to Central Bank, Domestic Currency",642
"1382","Monetary, Other Depository Corporations Survey, Liabilities to Central Bank, Euros",24
"1383","Monetary, Other Depository Corporations Survey, Liabilities to Central Bank, US Dollars",21
"1384","Monetary, Other Depository Corporations Survey, Loans, Domestic Currency",642
"1385","Monetary, Other Depository Corporations Survey, Loans, Euros",15
"1386","Monetary, Other Depository Corporations Survey, Loans, US Dollars",21
"1387","Monetary, Other Depository Corporations Survey, Net Claims on Central Government, Claims on Central Government, Domestic Currency",642
"1388","Monetary, Other Depository Corporations Survey, Net Claims on Central Government, Claims on Central Government, Euros",72
"1389","Monetary, Other Depository Corporations Survey, Net Claims on Central Government, Claims on Central Government, US Dollars",21
"1390","Monetary, Other Depository Corporations Survey, Net Claims on Central Government, Domestic Currency",639
"1391","Monetary, Other Depository Corporations Survey, Net Claims on Central Government, Euros",69
"1392","Monetary, Other Depository Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, Domestic Currency",642
"1393","Monetary, Other Depository Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, Euros",72
"1394","Monetary, Other Depository Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, US Dollars",21
"1395","Monetary, Other Depository Corporations Survey, Net Claims on Central Government, US Dollars",21
"1396","Monetary, Other Depository Corporations Survey, Net Foreign Assets, Claims on Non-residents, Domestic Currency",642
"1397","Monetary, Other Depository Corporations Survey, Net Foreign Assets, Claims on Non-residents, Euros",75
"1398","Monetary, Other Depository Corporations Survey, Net Foreign Assets, Claims on Non-residents, US Dollars",21
"1399","Monetary, Other Depository Corporations Survey, Net Foreign Assets, Domestic Currency",639
"1400","Monetary, Other Depository Corporations Survey, Net Foreign Assets, Euros",75
"1401","Monetary, Other Depository Corporations Survey, Net Foreign Assets, Liabilities to Non-residents, Domestic Currency",642
"1402","Monetary, Other Depository Corporations Survey, Net Foreign Assets, Liabilities to Non-residents, Euros",75
"1403","Monetary, Other Depository Corporations Survey, Net Foreign Assets, Liabilities to Non-residents, US Dollars",21
