"","Var1","Freq"
"1404","Monetary, Other Depository Corporations Survey, Net Foreign Assets, US Dollars",21
"1405","Monetary, Other Depository Corporations Survey, Other Deposits Included In Broad Money, Domestic Currency",642
"1406","Monetary, Other Depository Corporations Survey, Other Deposits Included In Broad Money, Euros",72
"1407","Monetary, Other Depository Corporations Survey, Other Deposits Included In Broad Money, US Dollars",21
"1408","Monetary, Other Depository Corporations Survey, Other Items (Net), Domestic Currency",642
"1409","Monetary, Other Depository Corporations Survey, Other Items (Net), Euros",27
"1410","Monetary, Other Depository Corporations Survey, Other Items (Net), US Dollars",21
"1411","Monetary, Other Depository Corporations Survey, Securities other than Shares Excluded from Broad Money, Domestic Currency",642
"1412","Monetary, Other Depository Corporations Survey, Securities other than Shares Excluded from Broad Money, Euros",72
"1413","Monetary, Other Depository Corporations Survey, Securities other than Shares Excluded from Broad Money, US Dollars",21
"1414","Monetary, Other Depository Corporations Survey, Securities other than Shares Included In Broad Money, Domestic Currency",642
"1415","Monetary, Other Depository Corporations Survey, Securities other than Shares Included In Broad Money, Euros",72
"1416","Monetary, Other Depository Corporations Survey, Securities other than Shares Included In Broad Money, US Dollars",21
"1417","Monetary, Other Depository Corporations Survey, Shares and other Equity, Domestic Currency",642
"1418","Monetary, Other Depository Corporations Survey, Shares and other Equity, Euros",27
"1419","Monetary, Other Depository Corporations Survey, Shares and other Equity, US Dollars",21
"1420","Monetary, Other Depository Corporations Survey, Transferable Deposits Included In Broad Money, Domestic Currency",642
"1421","Monetary, Other Depository Corporations Survey, Transferable Deposits Included In Broad Money, Euros",72
"1422","Monetary, Other Depository Corporations Survey, Transferable Deposits Included In Broad Money, US Dollars",21
"1423","Monetary, Other Depository Corporations, Assets, Domestic Currency",556
"1424","Monetary, Other Depository Corporations, Assets, Euros",73
"1425","Monetary, Other Depository Corporations, Assets, US Dollars",18
"1426","Monetary, Other Financial Corporations Survey, Claims on Depository Corporations, Domestic Currency",189
"1427","Monetary, Other Financial Corporations Survey, Claims on Depository Corporations, Euros",4
"1428","Monetary, Other Financial Corporations Survey, Claims on Depository Corporations, US Dollars",15
"1429","Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on Private Sector, Domestic Currency",189
"1430","Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on Private Sector, Euros",4
"1431","Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on Private Sector, US Dollars",15
"1432","Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, Domestic Currency",189
"1433","Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, Euros",4
"1434","Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on Public Non-financial Corporations, US Dollars",15
"1435","Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on State and Local Government, Domestic Currency",189
"1436","Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on State and Local Government, Euros",4
"1437","Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Claims on State and Local Government, US Dollars",15
"1438","Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Domestic Currency",189
"1439","Monetary, Other Financial Corporations Survey, Claims on Other Sectors, Euros",4
"1440","Monetary, Other Financial Corporations Survey, Claims on Other Sectors, US Dollars",15
"1441","Monetary, Other Financial Corporations Survey, Deposits, Domestic Currency",189
"1442","Monetary, Other Financial Corporations Survey, Deposits, Euros",4
"1443","Monetary, Other Financial Corporations Survey, Deposits, US Dollars",15
"1444","Monetary, Other Financial Corporations Survey, Financial Derivatives, Domestic Currency",189
"1445","Monetary, Other Financial Corporations Survey, Financial Derivatives, Euros",4
"1446","Monetary, Other Financial Corporations Survey, Financial Derivatives, US Dollars",15
"1447","Monetary, Other Financial Corporations Survey, Insurance Technical Reserves, Domestic Currency",189
"1448","Monetary, Other Financial Corporations Survey, Insurance Technical Reserves, Euros",4
"1449","Monetary, Other Financial Corporations Survey, Insurance Technical Reserves, US Dollars",15
"1450","Monetary, Other Financial Corporations Survey, Loans, Domestic Currency",189
"1451","Monetary, Other Financial Corporations Survey, Loans, Euros",4
"1452","Monetary, Other Financial Corporations Survey, Loans, US Dollars",15
"1453","Monetary, Other Financial Corporations Survey, Net Claims on Central Government, Claims on Central Government, Domestic Currency",189
"1454","Monetary, Other Financial Corporations Survey, Net Claims on Central Government, Claims on Central Government, Euros",4
"1455","Monetary, Other Financial Corporations Survey, Net Claims on Central Government, Claims on Central Government, US Dollars",15
"1456","Monetary, Other Financial Corporations Survey, Net Claims on Central Government, Domestic Currency",189
"1457","Monetary, Other Financial Corporations Survey, Net Claims on Central Government, Euros",4
"1458","Monetary, Other Financial Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, Domestic Currency",189
"1459","Monetary, Other Financial Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, Euros",4
"1460","Monetary, Other Financial Corporations Survey, Net Claims on Central Government, Liabilities to Central Government, US Dollars",15
"1461","Monetary, Other Financial Corporations Survey, Net Claims on Central Government, US Dollars",15
"1462","Monetary, Other Financial Corporations Survey, Net foreign Assets, Claims on Non-residents, Domestic Currency",189
"1463","Monetary, Other Financial Corporations Survey, Net foreign Assets, Claims on Non-residents, Euros",4
"1464","Monetary, Other Financial Corporations Survey, Net foreign Assets, Claims on Non-residents, US Dollars",15
"1465","Monetary, Other Financial Corporations Survey, Net foreign Assets, Domestic Currency",189
"1466","Monetary, Other Financial Corporations Survey, Net foreign Assets, Euros",4
"1467","Monetary, Other Financial Corporations Survey, Net foreign Assets, Liabilities to Non-residents, Domestic Currency",189
"1468","Monetary, Other Financial Corporations Survey, Net foreign Assets, Liabilities to Non-residents, Euros",4
"1469","Monetary, Other Financial Corporations Survey, Net foreign Assets, Liabilities to Non-residents, US Dollars",15
"1470","Monetary, Other Financial Corporations Survey, Net foreign Assets, US Dollars",15
"1471","Monetary, Other Financial Corporations Survey, Other Items (Net), Domestic Currency",189
"1472","Monetary, Other Financial Corporations Survey, Other Items (Net), Euros",4
"1473","Monetary, Other Financial Corporations Survey, Other Items (Net), US Dollars",15
"1474","Monetary, Other Financial Corporations Survey, Securities other than Shares, Domestic Currency",189
"1475","Monetary, Other Financial Corporations Survey, Securities other than Shares, Euros",4
"1476","Monetary, Other Financial Corporations Survey, Securities other than Shares, US Dollars",15
"1477","Monetary, Other Financial Corporations Survey, Shares and other Equity, Domestic Currency",189
"1478","Monetary, Other Financial Corporations Survey, Shares and other Equity, Euros",4
"1479","Monetary, Other Financial Corporations Survey, Shares and other Equity, US Dollars",15
"1480","Monetary, Other Financial Corporations, Assets, Domestic Currency",181
"1481","Monetary, Other Financial Corporations, Assets, Euros",4
"1482","Monetary, Other Financial Corporations, Assets, US Dollars",12
"1483","National Income, Gross, Nominal, Domestic Currency",212
"1484","National Income, Gross, Nominal, Seasonally Adjusted, Domestic Currency",58
"1485","National Income, Net, Nominal, Domestic Currency",146
"1486","National Income, Net, Nominal, Seasonally Adjusted, Domestic Currency",49
"1487","Net Capital Transfers Receivable from the Rest of the World, Nominal, Domestic Currency",80
"1488","Net Capital Transfers Receivable from the Rest of the World, Nominal, Seasonally Adjusted, Domestic Currency",45
"1489","Net Current Transfers Receivable from the Rest of the World, Nominal, Domestic Currency",114
"1490","Net Current Transfers Receivable from the Rest of the World, Nominal, Seasonally Adjusted, Domestic Currency",53
"1491","Net Lending to (Net Borrowing from) the Rest of the World, Nominal, Domestic Currency",90
"1492","Net Lending to (Net Borrowing from) the Rest of the World, Nominal, Seasonally Adjusted, Domestic Currency",45
"1493","Net Primary Income from Abroad, Nominal, Domestic Currency",194
"1494","Net Primary Income from Abroad, Nominal, Seasonally Adjusted, Domestic Currency",55
"1495","Net Taxes on Production, Nominal, Domestic Currency",126
"1496","Other Depository Corporations Survey, Claims on Central Government (Euro Area-Wide-Residency), Euros",57
"1497","Other Depository Corporations Survey, Claims on Eurosystem (Euro Area-Wide-Residency), Euros",57
"1498","Other Depository Corporations Survey, Claims on Nonresidents (Euro Area-Wide-Residency), Euros",57
"1499","Other Depository Corporations Survey, Claims on Other Financial Corporations (Euro Area-Wide-Residency), Euros",57
"1500","Other Depository Corporations Survey, Claims on Other Sectors (Euro area-Wide-Residency), Euros",57
"1501","Other Depository Corporations Survey, Claims on Private  Sector (Euro Area-Wide-Residency), Euros",57
"1502","Other Depository Corporations Survey, Claims on Public Nonfinancial Corporations (Euro Area-Wide-Residency), Euros",57
"1503","Other Depository Corporations Survey, Claims on State and Local Government (Euro Area-Wide-Residency), Euros",57
"1504","Other Depository Corporations Survey, Currency (Euro Area-Wide-Residency), Euros",57
"1505","Other Depository Corporations Survey, Demand Deposits (Euro area-Wide-Residency), Euros",57
"1506","Other Depository Corporations Survey, Deposits Excluded from Broad Money (Euro Area-Wide-Residency), Euros",57
"1507","Other Depository Corporations Survey, Financial Derivatives (Euro Area-Wide-Residency), Euros",57
"1508","Other Depository Corporations Survey, Insurance Technical Reserves ((Euro Area-Wide-Residency), Euros",57
"1509","Other Depository Corporations Survey, Liabilities to Central Government (Euro area-Wide-Residency), Euros",57
"1510","Other Depository Corporations Survey, Liabilities to Eurosystem (Euro Area-Wide-Residency), Euros",57
"1511","Other Depository Corporations Survey, Liabilities to Nonresidents (Euro Area-Wide-Residency), Euros",57
"1512","Other Depository Corporations Survey, Loans (Euro Area-Wide-Residency), Euros",57
